"";"c1";"c2";"c3";"c4";"c5";"c6";"Cepa";"Fecha";"Lado"
"157";"1.51405411610478e-09";"2.06809372871474e-03";"9.32750252740308e-01";"4.57241808304835e-02";"1.33287064755830e-07";"2.34487826484514e-16";"ECO";"F2";"D"
"158";"1.99030833575734e-07";"2.62627944781003e-02";"9.05788957536061e-01";"4.28942752072176e-03";"9.56163879097202e-10";"1.62501129558513e-19";"ECO";"F2";"D"
"159";"4.90229996856601e-06";"1.13123462367292e-01";"5.73118243745222e-01";"4.74622999132477e-04";"1.55412961466493e-11";"4.61895276451943e-22";"ECO";"F2";"D"
"160";"1.44514918429832e-06";"6.64179587531564e-02";"7.17991175786775e-01";"1.18425080219334e-03";"8.27416510845092e-11";"4.89779386080290e-21";"ECO";"F2";"D"
"161";"4.95696138959167e-10";"1.10951365291148e-03";"8.61519145339425e-01";"6.92044125608507e-02";"3.47306556112185e-07";"1.00122935402924e-15";"ECO";"F2";"D"
"162";"5.44231855394890e-10";"1.16943144604015e-03";"8.68176676381028e-01";"6.69500124819444e-02";"3.21240964715860e-07";"8.89047997871679e-16";"ECO";"F2";"D"
"163";"4.38341746066972e-08";"1.23679355274793e-02";"9.84132300957183e-01";"9.96528226578529e-03";"5.12498726953411e-09";"1.86243295608877e-18";"ECO";"F2";"D"
"164";"2.20332555943825e-09";"2.54167833826965e-03";"9.51897421996402e-01";"3.94079464715820e-02";"9.53894358451091e-08";"1.41724741338922e-16";"ECO";"F2";"D"
"165";"2.36317541963077e-06";"8.26233037762490e-02";"6.61139749056473e-01";"8.29567259405272e-04";"4.29031547628809e-11";"1.93196521000648e-21";"ECO";"F2";"D"
"166";"1.71774845363048e-06";"7.17551131644647e-02";"6.98327148541717e-01";"1.04689699325003e-03";"6.58501756439866e-11";"3.54285764819927e-21";"ECO";"F2";"D"
"167";"4.68999408110846e-30";"2.08567056537645e-17";"1.37198678297380e-07";"2.18965192787096e-02";"9.30949690946761e-01";"5.33215919594155e-03";"ECO";"F3";"F"
"168";"1.34840607734846e-24";"2.32744919735325e-13";"4.29407006376881e-05";"2.65999226645870e-01";"3.17187601424180e-01";"7.05146231575981e-05";"ECO";"F3";"F"
"169";"1.69184337625076e-14";"2.17488258769215e-06";"1.45426147586088e-01";"6.70918703806042e-01";"2.89950255146937e-04";"4.80067862553617e-11";"ECO";"F3";"F"
"170";"1.44574596102750e-14";"1.96621022381178e-06";"1.39876631423456e-01";"6.82707801958811e-01";"3.13904103863831e-04";"5.49842661942940e-11";"ECO";"F3";"F"
"171";"6.33186126637614e-24";"7.14886874917669e-13";"8.26870134755485e-05";"3.35038702328992e-01";"2.50462016673531e-01";"3.64209511687175e-05";"ECO";"F3";"F"
"172";"5.60033611841734e-13";"1.97731074096705e-05";"3.19113588343564e-01";"4.04350392240939e-01";"4.21769483123086e-05";"1.91795963763727e-12";"ECO";"F3";"F"
"173";"7.46661903377168e-22";"2.18674564351710e-11";"5.73275564888777e-04";"6.02544944084761e-01";"1.02094305764174e-01";"3.85105104207728e-06";"ECO";"F3";"F"
"174";"5.28255890769797e-26";"2.17685092341349e-14";"1.04600778882352e-05";"1.54693119314085e-01";"4.80423385755286e-01";"2.54983428803955e-04";"ECO";"F3";"F"
"175";"2.42638306138901e-11";"1.94060527725061e-04";"6.11556084221270e-01";"1.75535868586073e-01";"3.57529489195809e-06";"3.68292766044449e-14";"ECO";"F3";"F"
"176";"1.06887214550955e-11";"1.19177899847094e-04";"5.41272732796300e-01";"2.16589728436551e-01";"6.35777553779655e-06";"9.13016522806994e-14";"ECO";"F3";"F"
"177";"4.93104008951723e-34";"1.94066773039204e-20";"1.40503957493068e-09";"1.98450842407120e-03";"9.28618287278375e-01";"4.70709930480762e-02";"ECO";"F3";"D"
"178";"3.79289589093839e-25";"9.23179011859227e-14";"2.48574101907844e-05";"2.17131392726565e-01";"3.77867453898050e-01";"1.18456245962136e-04";"ECO";"F3";"D"
"179";"9.11871618930503e-22";"2.52020937179627e-11";"6.19888092715413e-04";"6.14848271205100e-01";"9.77443225371040e-02";"3.47934858684554e-06";"ECO";"F3";"D"
"180";"1.86812162475710e-25";"5.49951930689044e-14";"1.82540707323790e-05";"1.92855065811240e-01";"4.13726140504441e-01";"1.56868600769733e-04";"ECO";"F3";"D"
"181";"2.98347810546633e-30";"1.48255844558141e-17";"1.10192781171981e-07";"1.96514160912498e-02";"9.44021934364446e-01";"6.04191388421768e-03";"ECO";"F3";"D"
"182";"1.39167921837859e-15";"4.30962439505523e-07";"7.57972036973154e-02";"8.42374480651424e-01";"9.57559738306316e-04";"3.81917565958044e-10";"ECO";"F3";"D"
"183";"1.84502749085975e-30";"1.03120157846411e-17";"8.72251702558984e-08";"1.74958196081634e-02";"9.56487858675785e-01";"6.88531266946057e-03";"ECO";"F3";"D"
"184";"3.66854573062929e-25";"9.00966668848274e-14";"2.45001332904956e-05";"2.15940932931096e-01";"3.79526065769695e-01";"1.20049366749076e-04";"ECO";"F3";"D"
"185";"2.05424759431721e-21";"4.48067185369855e-11";"8.49426846043545e-04";"6.64917974974691e-01";"8.14700212957948e-02";"2.28871470246563e-06";"ECO";"F3";"D"
"186";"5.91594861995450e-20";"4.73926738006527e-10";"2.98531503005325e-03";"8.58279469755788e-01";"3.49425498142457e-02";"3.60532888891404e-07";"ECO";"F3";"D"
