id;V1;V2;V3;V4;V5;V6;V7;V8;V9;LOCALIDAD;PARAMETRO;ANO
I246;0;0;0.0058;0.6698;0.5533;0.0165;0;0;0.0003;La31.75Lo68.25;WS50M;a1992
I247;0;0;0.0115;0.7801;0.459;0.0109;0;0;0.0002;La31.75Lo68.25;WS50M;a1993
I248;0;0;0.0066;0.6926;0.5341;0.0152;0;0;0.0003;La31.75Lo68.25;WS50M;a1994
I249;0;0;0.0088;0.7372;0.4961;0.0129;0;0;0.0003;La31.75Lo68.25;WS50M;a1995
I250;0;0;0.0104;0.7642;0.4728;0.0116;0;0;0.0003;La31.75Lo68.25;WS50M;a1996
I251;0;0;0.0104;0.7642;0.4728;0.0116;0;0;0.0003;La31.75Lo68.25;WS50M;a1997
I252;0;0;0.0056;0.6641;0.5581;0.0169;0;0;0.0003;La31.75Lo68.25;WS50M;a1998
I253;0;0;0.0082;0.7261;0.5055;0.0134;0;0;0.0003;La31.75Lo68.25;WS50M;a1999
I254;0;0;0.0091;0.7426;0.4914;0.0126;0;0;0.0003;La31.75Lo68.25;WS50M;a2000
I255;0;0;0.0076;0.715;0.515;0.014;0;0;0.0003;La31.75Lo68.25;WS50M;a2001
I256;0;0;0.005;0.6469;0.5726;0.0179;0;0;0.0003;La31.75Lo68.25;WS50M;a2002
I257;0;0;0.0074;0.7094;0.5198;0.0143;0;0;0.0003;La31.75Lo68.25;WS50M;a2003
I258;0;0;0.0043;0.6239;0.592;0.0194;0.0001;0;0.0003;La31.75Lo68.25;WS50M;a2004
I259;0;0;0.0054;0.6584;0.5629;0.0172;0;0;0.0003;La31.75Lo68.25;WS50M;a2005
I260;0;0;0.0056;0.6641;0.5581;0.0169;0;0;0.0003;La31.75Lo68.25;WS50M;a2006
I261;0;0;0.0111;0.7748;0.4636;0.0111;0;0;0.0002;La31.75Lo68.25;WS50M;a2007
I262;0;0;0.0164;0.8353;0.4097;0.0086;0;0;0.0002;La31.75Lo68.25;WS50M;a2008
I263;0;0;0.0064;0.6869;0.5389;0.0156;0;0;0.0003;La31.75Lo68.25;WS50M;a2009
I264;0;0;0.0064;0.6869;0.5389;0.0156;0;0;0.0003;La31.75Lo68.25;WS50M;a2010
I265;0;0;0.0085;0.7317;0.5008;0.0132;0;0;0.0003;La31.75Lo68.25;WS50M;a2011
I266;0;0;0.0058;0.6698;0.5533;0.0165;0;0;0.0003;La31.75Lo68.25;WS50M;a2012
I267;0;0;0.0064;0.6869;0.5389;0.0156;0;0;0.0003;La31.75Lo68.25;WS50M;a2013
I268;0;0;0.0062;0.6812;0.5437;0.0159;0;0;0.0003;La31.75Lo68.25;WS50M;a2014
I269;0;0;0.0111;0.7748;0.4636;0.0111;0;0;0.0002;La31.75Lo68.25;WS50M;a2015
I270;0;0;0.0192;0.8585;0.388;0.0077;0;0;0.0002;La31.75Lo68.25;WS50M;a2016
I271;0;0;0.0111;0.7748;0.4636;0.0111;0;0;0.0002;La31.75Lo68.25;WS50M;a2017
I272;0;0;0.0131;0.8007;0.4408;0.01;0;0;0.0002;La31.75Lo68.25;WS50M;a2018
I273;0;0;0.0127;0.7956;0.4453;0.0102;0;0;0.0002;La31.75Lo68.25;WS50M;a2019
I274;0;0.0002;0.3411;0.8353;0.0641;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1981
I275;0;0.0002;0.3467;0.8305;0.0629;0.0003;0;0;0.0001;La31.75Lo68.25;WS10M;a1982
I276;0;0.0002;0.3356;0.84;0.0653;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1983
I277;0;0.0001;0.3086;0.863;0.0717;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1984
I278;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1985
I279;0;0;0.1979;0.9518;0.1093;0.0008;0;0;0.0001;La31.75Lo68.25;WS10M;a1986
I280;0;0.0001;0.254;0.9085;0.0874;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a1987
I281;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1988
I282;0;0.0002;0.3356;0.84;0.0653;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1989
I283;0;0.0001;0.3193;0.854;0.0691;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1990
I284;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1991
I285;0;0;0.2184;0.9366;0.1004;0.0007;0;0;0.0001;La31.75Lo68.25;WS10M;a1992
I286;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a1993
I287;0;0;0.2357;0.9231;0.0937;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a1994
I288;0;0.0001;0.2683;0.8968;0.0828;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a1995
I289;0;0.0001;0.283;0.8846;0.0785;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a1996
I290;0;0.0001;0.288;0.8804;0.0771;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a1997
I291;0;0;0.2059;0.946;0.1057;0.0008;0;0;0.0001;La31.75Lo68.25;WS10M;a1998
I292;0;0.0001;0.2448;0.9159;0.0905;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a1999
I293;0;0.0001;0.2731;0.8928;0.0814;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a2000
I294;0;0;0.2313;0.9266;0.0954;0.0007;0;0;0.0001;La31.75Lo68.25;WS10M;a2001
I295;0;0;0.21;0.9429;0.1039;0.0008;0;0;0.0001;La31.75Lo68.25;WS10M;a2002
I296;0;0.0001;0.2587;0.9047;0.0858;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a2003
I297;0;0;0.2019;0.9489;0.1075;0.0008;0;0;0.0001;La31.75Lo68.25;WS10M;a2004
I298;0;0;0.2357;0.9231;0.0937;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a2005
I299;0;0;0.2313;0.9266;0.0954;0.0007;0;0;0.0001;La31.75Lo68.25;WS10M;a2006
I300;0;0.0001;0.283;0.8846;0.0785;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a2007
I301;0;0.0002;0.3637;0.8158;0.0594;0.0003;0;0;0.0001;La31.75Lo68.25;WS10M;a2008
I302;0;0.0001;0.2494;0.9123;0.0889;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a2009
I303;0;0;0.2357;0.9231;0.0937;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a2010
I304;0;0.0001;0.278;0.8887;0.0799;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a2011
I305;0;0;0.2184;0.9366;0.1004;0.0007;0;0;0.0001;La31.75Lo68.25;WS10M;a2012
I306;0;0;0.2402;0.9196;0.0921;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a2013
I307;0;0;0.2402;0.9196;0.0921;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a2014
I308;0;0.0001;0.2587;0.9047;0.0858;0.0006;0;0;0.0001;La31.75Lo68.25;WS10M;a2015
I309;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a2016
I310;0;0.0001;0.283;0.8846;0.0785;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a2017
I311;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La31.75Lo68.25;WS10M;a2018
I312;0;0.0001;0.2931;0.8761;0.0757;0.0005;0;0;0.0001;La31.75Lo68.25;WS10M;a2019
I313;0;0;0.0029;0.5604;0.6453;0.0242;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1981
I314;0;0;0.0027;0.5489;0.6549;0.0251;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1982
I315;0;0;0.0028;0.5547;0.6501;0.0246;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1983
I316;0;0;0.0027;0.5489;0.6549;0.0251;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1984
I317;0;0;0.0024;0.5318;0.6694;0.0266;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1985
I318;0;0;0.0007;0.3703;0.8064;0.0463;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a1986
I319;0;0;0.0009;0.3956;0.7849;0.0424;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a1987
I320;0;0;0.0015;0.4702;0.7215;0.0328;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1988
I321;0;0;0.0018;0.4923;0.7027;0.0304;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1989
I322;0;0;0.0024;0.5318;0.6694;0.0266;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1990
I323;0;0;0.002;0.5092;0.6885;0.0287;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1991
I324;0;0;0.0005;0.3411;0.8312;0.0515;0.0002;0;0.0006;La31.75Lo67.75;WS50M;a1992
I325;0;0;0.0016;0.4757;0.7168;0.0322;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1993
I326;0;0;0.0011;0.4216;0.7627;0.0387;0.0001;0;0.0005;La31.75Lo67.75;WS50M;a1994
I327;0;0;0.0012;0.4376;0.7492;0.0367;0.0001;0;0.0005;La31.75Lo67.75;WS50M;a1995
I328;0;0;0.0013;0.4483;0.74;0.0353;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a1996
I329;0;0;0.0011;0.4216;0.7627;0.0387;0.0001;0;0.0005;La31.75Lo67.75;WS50M;a1997
I330;0;0;0.0006;0.3459;0.8272;0.0506;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a1998
I331;0;0;0.0011;0.4269;0.7582;0.038;0.0001;0;0.0005;La31.75Lo67.75;WS50M;a1999
I332;0;0;0.0012;0.4322;0.7537;0.0373;0.0001;0;0.0005;La31.75Lo67.75;WS50M;a2000
I333;0;0;0.0008;0.3905;0.7893;0.0432;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2001
I334;0;0;0.0006;0.3459;0.8272;0.0506;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2002
I335;0;0;0.0009;0.4059;0.7761;0.0409;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2003
I336;0;0;0.0003;0.2738;0.8877;0.0665;0.0003;0;0.0006;La31.75Lo67.75;WS50M;a2004
I337;0;0;0.0004;0.3086;0.8587;0.0581;0.0003;0;0.0006;La31.75Lo67.75;WS50M;a2005
I338;0;0;0.0007;0.3654;0.8106;0.0472;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2006
I339;0;0;0.0013;0.4483;0.74;0.0353;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a2007
I340;0;0;0.002;0.5092;0.6885;0.0287;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a2008
I341;0;0;0.0008;0.3803;0.7979;0.0447;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2009
I342;0;0;0.0007;0.3703;0.8064;0.0463;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2010
I343;0;0;0.0009;0.4059;0.7761;0.0409;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2011
I344;0;0;0.0007;0.3703;0.8064;0.0463;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2012
I345;0;0;0.0005;0.3317;0.8393;0.0533;0.0002;0;0.0006;La31.75Lo67.75;WS50M;a2013
I346;0;0;0.0006;0.3507;0.8231;0.0497;0.0002;0;0.0005;La31.75Lo67.75;WS50M;a2014
I347;0;0;0.0015;0.4647;0.7261;0.0334;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a2015
I348;0;0;0.0021;0.5148;0.6837;0.0282;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a2016
I349;0;0;0.0012;0.4376;0.7492;0.0367;0.0001;0;0.0005;La31.75Lo67.75;WS50M;a2017
I350;0;0;0.0015;0.4647;0.7261;0.0334;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a2018
I351;0;0;0.002;0.5092;0.6885;0.0287;0.0001;0;0.0004;La31.75Lo67.75;WS50M;a2019
I352;0;0;0.2059;0.946;0.1057;0.0008;0;0;0.0001;La31.75Lo67.75;WS10M;a1981
I353;0;0;0.2019;0.9489;0.1075;0.0008;0;0;0.0001;La31.75Lo67.75;WS10M;a1982
I354;0;0;0.1979;0.9518;0.1093;0.0008;0;0;0.0001;La31.75Lo67.75;WS10M;a1983
I355;0;0;0.1825;0.9626;0.1169;0.0009;0;0;0.0001;La31.75Lo67.75;WS10M;a1984
I356;0;0;0.1751;0.9675;0.1208;0.001;0;0;0.0001;La31.75Lo67.75;WS10M;a1985
I357;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.75;WS10M;a1986
I358;0;0;0.1265;0.9935;0.1535;0.0014;0;0;0.0001;La31.75Lo67.75;WS10M;a1987
I359;0;0;0.1863;0.96;0.115;0.0009;0;0;0.0001;La31.75Lo67.75;WS10M;a1988
I360;0;0;0.1788;0.9651;0.1188;0.0009;0;0;0.0001;La31.75Lo67.75;WS10M;a1989
I361;0;0;0.194;0.9546;0.1112;0.0008;0;0;0.0001;La31.75Lo67.75;WS10M;a1990
I362;0;0;0.1751;0.9675;0.1208;0.001;0;0;0.0001;La31.75Lo67.75;WS10M;a1991
I363;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.75;WS10M;a1992
I364;0;0;0.1751;0.9675;0.1208;0.001;0;0;0.0001;La31.75Lo67.75;WS10M;a1993
I365;0;0;0.1384;0.9885;0.1442;0.0013;0;0;0.0001;La31.75Lo67.75;WS10M;a1994
I366;0;0;0.1543;0.9802;0.1332;0.0011;0;0;0.0001;La31.75Lo67.75;WS10M;a1995
I367;0;0;0.1543;0.9802;0.1332;0.0011;0;0;0.0001;La31.75Lo67.75;WS10M;a1996
I368;0;0;0.1446;0.9854;0.1397;0.0012;0;0;0.0001;La31.75Lo67.75;WS10M;a1997
I369;0;0;0.098;1;0.1813;0.0019;0;0;0.0001;La31.75Lo67.75;WS10M;a1998
I370;0;0;0.1384;0.9885;0.1442;0.0013;0;0;0.0001;La31.75Lo67.75;WS10M;a1999
I371;0;0;0.151;0.982;0.1353;0.0012;0;0;0.0001;La31.75Lo67.75;WS10M;a2000
I372;0;0;0.1155;0.9971;0.1632;0.0016;0;0;0.0001;La31.75Lo67.75;WS10M;a2001
I373;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.75;WS10M;a2002
I374;0;0;0.1384;0.9885;0.1442;0.0013;0;0;0.0001;La31.75Lo67.75;WS10M;a2003
I375;0;0;0.0868;0.9993;0.1951;0.0021;0;0;0.0001;La31.75Lo67.75;WS10M;a2004
I376;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.75;WS10M;a2005
I377;0;0;0.1209;0.9955;0.1583;0.0015;0;0;0.0001;La31.75Lo67.75;WS10M;a2006
I378;0;0;0.151;0.982;0.1353;0.0012;0;0;0.0001;La31.75Lo67.75;WS10M;a2007
I379;0;0;0.2142;0.9398;0.1022;0.0007;0;0;0.0001;La31.75Lo67.75;WS10M;a2008
I380;0;0;0.1384;0.9885;0.1442;0.0013;0;0;0.0001;La31.75Lo67.75;WS10M;a2009
I381;0;0;0.1209;0.9955;0.1583;0.0015;0;0;0.0001;La31.75Lo67.75;WS10M;a2010
I382;0;0;0.1478;0.9838;0.1375;0.0012;0;0;0.0001;La31.75Lo67.75;WS10M;a2011
I383;0;0;0.1103;0.9984;0.1683;0.0017;0;0;0.0001;La31.75Lo67.75;WS10M;a2012
I384;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.75;WS10M;a2013
I385;0;0;0.1155;0.9971;0.1632;0.0016;0;0;0.0001;La31.75Lo67.75;WS10M;a2014
I386;0;0;0.1324;0.9912;0.1488;0.0013;0;0;0.0001;La31.75Lo67.75;WS10M;a2015
I387;0;0;0.1576;0.9783;0.1311;0.0011;0;0;0.0001;La31.75Lo67.75;WS10M;a2016
I388;0;0;0.1446;0.9854;0.1397;0.0012;0;0;0.0001;La31.75Lo67.75;WS10M;a2017
I389;0;0;0.1645;0.9742;0.1269;0.001;0;0;0.0001;La31.75Lo67.75;WS10M;a2018
I390;0;0;0.1751;0.9675;0.1208;0.001;0;0;0.0001;La31.75Lo67.75;WS10M;a2019
I391;0;0;0.0008;0.3905;0.7893;0.0432;0.0002;0;0.0005;La31.75Lo67.25;WS50M;a1981
I392;0;0;0.0005;0.3223;0.8471;0.0552;0.0002;0;0.0006;La31.75Lo67.25;WS50M;a1982
I393;0;0;0.0005;0.3411;0.8312;0.0515;0.0002;0;0.0006;La31.75Lo67.25;WS50M;a1983
I394;0;0;0.0005;0.3317;0.8393;0.0533;0.0002;0;0.0006;La31.75Lo67.25;WS50M;a1984
I395;0;0;0.0005;0.3364;0.8353;0.0524;0.0002;0;0.0006;La31.75Lo67.25;WS50M;a1985
I396;0;0;0.0002;0.2338;0.9201;0.0783;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a1986
I397;0;0;0.0002;0.2338;0.9201;0.0783;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a1987
I398;0;0;0.0005;0.3317;0.8393;0.0533;0.0002;0;0.0006;La31.75Lo67.25;WS50M;a1988
I399;0;0;0.0004;0.2953;0.8699;0.0611;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a1989
I400;0;0;0.0006;0.3556;0.819;0.0489;0.0002;0;0.0005;La31.75Lo67.25;WS50M;a1990
I401;0;0;0.0004;0.3132;0.8549;0.0571;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a1991
I402;0;0;0.0001;0.1979;0.9476;0.0918;0.0005;0;0.0008;La31.75Lo67.25;WS50M;a1992
I403;0;0;0.0004;0.2997;0.8662;0.0601;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a1993
I404;0;0;0.0003;0.2823;0.8807;0.0643;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a1994
I405;0;0;0.0003;0.278;0.8843;0.0654;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a1995
I406;0;0;0.0002;0.2614;0.8979;0.0698;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a1996
I407;0;0;0.0002;0.2415;0.914;0.0758;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a1997
I408;0;0;0.0001;0.1912;0.9525;0.0947;0.0006;0;0.0008;La31.75Lo67.25;WS50M;a1998
I409;0;0;0.0003;0.2655;0.8946;0.0687;0.0003;0;0.0007;La31.75Lo67.25;WS50M;a1999
I410;0;0;0.0003;0.2738;0.8877;0.0665;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a2000
I411;0;0;0.0002;0.2301;0.9231;0.0796;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a2001
I412;0;0;0.0001;0.219;0.9318;0.0835;0.0005;0;0.0007;La31.75Lo67.25;WS50M;a2002
I413;0;0;0.0003;0.278;0.8843;0.0654;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a2003
I414;0;0;0;0.1328;0.9885;0.1278;0.0009;0;0.001;La31.75Lo67.25;WS50M;a2004
I415;0;0;0.0001;0.166;0.9697;0.107;0.0007;0;0.0009;La31.75Lo67.25;WS50M;a2005
I416;0;0;0.0002;0.2301;0.9231;0.0796;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a2006
I417;0;0;0.0004;0.2997;0.8662;0.0601;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a2007
I418;0;0;0.0005;0.327;0.8432;0.0542;0.0002;0;0.0006;La31.75Lo67.25;WS50M;a2008
I419;0;0;0.0002;0.2573;0.9013;0.071;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a2009
I420;0;0;0.0002;0.2377;0.9171;0.077;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a2010
I421;0;0;0.0002;0.2494;0.9077;0.0734;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a2011
I422;0;0;0.0002;0.2263;0.926;0.0808;0.0004;0;0.0007;La31.75Lo67.25;WS50M;a2012
I423;0;0;0.0001;0.1751;0.9637;0.1022;0.0006;0;0.0008;La31.75Lo67.25;WS50M;a2013
I424;0;0;0.0001;0.1979;0.9476;0.0918;0.0005;0;0.0008;La31.75Lo67.25;WS50M;a2014
I425;0;0;0.0003;0.2823;0.8807;0.0643;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a2015
I426;0;0;0.0003;0.2823;0.8807;0.0643;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a2016
I427;0;0;0.0003;0.2655;0.8946;0.0687;0.0003;0;0.0007;La31.75Lo67.25;WS50M;a2017
I428;0;0;0.0004;0.2997;0.8662;0.0601;0.0003;0;0.0006;La31.75Lo67.25;WS50M;a2018
I429;0;0;0.0007;0.3654;0.8106;0.0472;0.0002;0;0.0005;La31.75Lo67.25;WS50M;a2019
I430;0;0;0.1384;0.9885;0.1442;0.0013;0;0;0.0001;La31.75Lo67.25;WS10M;a1981
I431;0;0;0.1128;0.9978;0.1657;0.0016;0;0;0.0001;La31.75Lo67.25;WS10M;a1982
I432;0;0;0.1128;0.9978;0.1657;0.0016;0;0;0.0001;La31.75Lo67.25;WS10M;a1983
I433;0;0;0.1027;0.9996;0.176;0.0018;0;0;0.0001;La31.75Lo67.25;WS10M;a1984
I434;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.25;WS10M;a1985
I435;0;0;0.064;0.9885;0.231;0.0029;0;0;0.0001;La31.75Lo67.25;WS10M;a1986
I436;0;0;0.0728;0.9945;0.2155;0.0025;0;0;0.0001;La31.75Lo67.25;WS10M;a1987
I437;0;0;0.1353;0.9898;0.1465;0.0013;0;0;0.0001;La31.75Lo67.25;WS10M;a1988
I438;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.25;WS10M;a1989
I439;0;0;0.1237;0.9945;0.1559;0.0015;0;0;0.0001;La31.75Lo67.25;WS10M;a1990
I440;0;0;0.1077;0.9989;0.1708;0.0017;0;0;0.0001;La31.75Lo67.25;WS10M;a1991
I441;0;0;0.0624;0.987;0.2341;0.0029;0;0;0.0001;La31.75Lo67.25;WS10M;a1992
I442;0;0;0.1052;0.9993;0.1734;0.0017;0;0;0.0001;La31.75Lo67.25;WS10M;a1993
I443;0;0;0.098;1;0.1813;0.0019;0;0;0.0001;La31.75Lo67.25;WS10M;a1994
I444;0;0;0.1027;0.9996;0.176;0.0018;0;0;0.0001;La31.75Lo67.25;WS10M;a1995
I445;0;0;0.0889;0.9996;0.1923;0.0021;0;0;0.0001;La31.75Lo67.25;WS10M;a1996
I446;0;0;0.0826;0.9984;0.2008;0.0022;0;0;0.0001;La31.75Lo67.25;WS10M;a1997
I447;0;0;0.0532;0.9763;0.2538;0.0034;0;0;0.0001;La31.75Lo67.25;WS10M;a1998
I448;0;0;0.0934;1;0.1867;0.002;0;0;0.0001;La31.75Lo67.25;WS10M;a1999
I449;0;0;0.098;1;0.1813;0.0019;0;0;0.0001;La31.75Lo67.25;WS10M;a2000
I450;0;0;0.0692;0.9924;0.2216;0.0027;0;0;0.0001;La31.75Lo67.25;WS10M;a2001
I451;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.75Lo67.25;WS10M;a2002
I452;0;0;0.0956;1;0.184;0.0019;0;0;0.0001;La31.75Lo67.25;WS10M;a2003
I453;0;0;0.0439;0.96;0.278;0.004;0;0;0.0002;La31.75Lo67.25;WS10M;a2004
I454;0;0;0.0576;0.982;0.2439;0.0032;0;0;0.0001;La31.75Lo67.25;WS10M;a2005
I455;0;0;0.0786;0.9971;0.2066;0.0024;0;0;0.0001;La31.75Lo67.25;WS10M;a2006
I456;0;0;0.1027;0.9996;0.176;0.0018;0;0;0.0001;La31.75Lo67.25;WS10M;a2007
I457;0;0;0.1446;0.9854;0.1397;0.0012;0;0;0.0001;La31.75Lo67.25;WS10M;a2008
I458;0;0;0.098;1;0.1813;0.0019;0;0;0.0001;La31.75Lo67.25;WS10M;a2009
I459;0;0;0.0826;0.9984;0.2008;0.0022;0;0;0.0001;La31.75Lo67.25;WS10M;a2010
I460;0;0;0.0934;1;0.1867;0.002;0;0;0.0001;La31.75Lo67.25;WS10M;a2011
I461;0;0;0.0692;0.9924;0.2216;0.0027;0;0;0.0001;La31.75Lo67.25;WS10M;a2012
I462;0;0;0.0576;0.982;0.2439;0.0032;0;0;0.0001;La31.75Lo67.25;WS10M;a2013
I463;0;0;0.0675;0.9912;0.2247;0.0027;0;0;0.0001;La31.75Lo67.25;WS10M;a2014
I464;0;0;0.0847;0.9989;0.1979;0.0022;0;0;0.0001;La31.75Lo67.25;WS10M;a2015
I465;0;0;0.0889;0.9996;0.1923;0.0021;0;0;0.0001;La31.75Lo67.25;WS10M;a2016
I466;0;0;0.0934;1;0.1867;0.002;0;0;0.0001;La31.75Lo67.25;WS10M;a2017
I467;0;0;0.1103;0.9984;0.1683;0.0017;0;0;0.0001;La31.75Lo67.25;WS10M;a2018
I468;0;0;0.1324;0.9912;0.1488;0.0013;0;0;0.0001;La31.75Lo67.25;WS10M;a2019
I469;0;0;0.0006;0.3556;0.819;0.0489;0.0002;0;0.0005;La31.75Lo66.75;WS50M;a1981
I470;0;0;0.0001;0.219;0.9318;0.0835;0.0005;0;0.0007;La31.75Lo66.75;WS50M;a1982
I471;0;0;0.0002;0.2533;0.9045;0.0722;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a1983
I472;0;0;0.0002;0.2533;0.9045;0.0722;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a1984
I473;0;0;0.0003;0.2696;0.8912;0.0676;0.0003;0;0.0006;La31.75Lo66.75;WS50M;a1985
I474;0;0;0.0001;0.1979;0.9476;0.0918;0.0005;0;0.0008;La31.75Lo66.75;WS50M;a1986
I475;0;0;0.0001;0.1751;0.9637;0.1022;0.0006;0;0.0008;La31.75Lo66.75;WS50M;a1987
I476;0;0;0.0004;0.2953;0.8699;0.0611;0.0003;0;0.0006;La31.75Lo66.75;WS50M;a1988
I477;0;0;0.0001;0.2013;0.9451;0.0903;0.0005;0;0.0008;La31.75Lo66.75;WS50M;a1989
I478;0;0;0.0003;0.2909;0.8735;0.0622;0.0003;0;0.0006;La31.75Lo66.75;WS50M;a1990
I479;0;0;0.0002;0.2533;0.9045;0.0722;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a1991
I480;0;0;0.0001;0.1601;0.9734;0.1103;0.0007;0;0.0009;La31.75Lo66.75;WS50M;a1992
I481;0;0;0.0002;0.2377;0.9171;0.077;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a1993
I482;0;0;0.0002;0.2301;0.9231;0.0796;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a1994
I483;0;0;0.0002;0.2377;0.9171;0.077;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a1995
I484;0;0;0.0001;0.1945;0.9501;0.0932;0.0006;0;0.0008;La31.75Lo66.75;WS50M;a1996
I485;0;0;0.0001;0.1783;0.9616;0.1007;0.0006;0;0.0008;La31.75Lo66.75;WS50M;a1997
I486;0;0;0.0001;0.1572;0.9752;0.1119;0.0007;0;0.0009;La31.75Lo66.75;WS50M;a1998
I487;0;0;0.0002;0.2263;0.926;0.0808;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a1999
I488;0;0;0.0002;0.2377;0.9171;0.077;0.0004;0;0.0007;La31.75Lo66.75;WS50M;a2000
I489;0;0;0.0001;0.1979;0.9476;0.0918;0.0005;0;0.0008;La31.75Lo66.75;WS50M;a2001
