id;V1;V2;V3;V4;V5;V6;V7;V8;V9;LOCALIDAD;PARAMETRO;ANO
I4293;0;0.0029;0.6803;0.5432;0.0217;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1983
I4294;0;0.0022;0.6402;0.5777;0.0247;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1984
I4295;0;0.0028;0.6736;0.5489;0.0222;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1985
I4296;0;0.0019;0.62;0.595;0.0264;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1986
I4297;0;0.001;0.5394;0.6641;0.034;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1987
I4298;0;0.0025;0.6603;0.5604;0.0232;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1988
I4299;0;0.002;0.6267;0.5892;0.0258;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1989
I4300;0;0.0036;0.7066;0.5205;0.0198;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1990
I4301;0;0.0032;0.6935;0.5318;0.0207;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1991
I4302;0;0.0022;0.6402;0.5777;0.0247;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1992
I4303;0;0.0043;0.7326;0.4979;0.0181;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1993
I4304;0;0.0025;0.6603;0.5604;0.0232;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1994
I4305;0;0.002;0.6267;0.5892;0.0258;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1995
I4306;0;0.0025;0.6603;0.5604;0.0232;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1996
I4307;0;0.0016;0.5998;0.6123;0.0282;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1997
I4308;0;0.0022;0.6402;0.5777;0.0247;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1998
I4309;0;0.0027;0.667;0.5547;0.0227;0.0001;0;0;0;La29.25Lo67.25;WS50M;a1999
I4310;0;0.0032;0.6935;0.5318;0.0207;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2000
I4311;0;0.0021;0.6335;0.5834;0.0253;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2001
I4312;0;0.0027;0.667;0.5547;0.0227;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2002
I4313;0;0.0034;0.7001;0.5261;0.0203;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2003
I4314;0;0.0012;0.5594;0.6469;0.032;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2004
I4315;0;0.0023;0.6469;0.5719;0.0242;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2005
I4316;0;0.0024;0.6536;0.5662;0.0237;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2006
I4317;0;0.0027;0.667;0.5547;0.0227;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2007
I4318;0;0.0045;0.739;0.4923;0.0177;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2008
I4319;0;0.0039;0.7197;0.5092;0.019;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2009
I4320;0;0.0029;0.6803;0.5432;0.0217;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2010
I4321;0;0.0036;0.7066;0.5205;0.0198;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2011
I4322;0;0.0024;0.6536;0.5662;0.0237;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2012
I4323;0;0.0012;0.5594;0.6469;0.032;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2013
I4324;0;0.0019;0.62;0.595;0.0264;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2014
I4325;0;0.0034;0.7001;0.5261;0.0203;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2015
I4326;0;0.0039;0.7197;0.5092;0.019;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2016
I4327;0;0.0045;0.739;0.4923;0.0177;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2017
I4328;0;0.0045;0.739;0.4923;0.0177;0.0001;0;0;0;La29.25Lo67.25;WS50M;a2018
I4329;0;0.0068;0.7948;0.4429;0.0144;0;0;0;0;La29.25Lo67.25;WS50M;a2019
I4330;0;0.0242;0.9424;0.2953;0.007;0;0;0;0;La29.25Lo67.25;WS10M;a1981
I4331;0;0.0251;0.946;0.2909;0.0068;0;0;0;0;La29.25Lo67.25;WS10M;a1982
I4332;0;0.0224;0.935;0.3042;0.0073;0;0;0;0;La29.25Lo67.25;WS10M;a1983
I4333;0;0.0191;0.919;0.3223;0.0081;0;0;0;0;La29.25Lo67.25;WS10M;a1984
I4334;0;0.0215;0.9311;0.3086;0.0075;0;0;0;0;La29.25Lo67.25;WS10M;a1985
I4335;0;0.0176;0.9104;0.3317;0.0085;0;0;0;0;La29.25Lo67.25;WS10M;a1986
I4336;0;0.0137;0.8825;0.3604;0.0098;0;0;0;0;La29.25Lo67.25;WS10M;a1987
I4337;0;0.0206;0.9272;0.3132;0.0077;0;0;0;0;La29.25Lo67.25;WS10M;a1988
I4338;0;0.0191;0.919;0.3223;0.0081;0;0;0;0;La29.25Lo67.25;WS10M;a1989
I4339;0;0.0232;0.9387;0.2997;0.0071;0;0;0;0;La29.25Lo67.25;WS10M;a1990
I4340;0;0.0232;0.9387;0.2997;0.0071;0;0;0;0;La29.25Lo67.25;WS10M;a1991
I4341;0;0.0191;0.919;0.3223;0.0081;0;0;0;0;La29.25Lo67.25;WS10M;a1992
I4342;0;0.0271;0.9528;0.2823;0.0065;0;0;0;0;La29.25Lo67.25;WS10M;a1993
I4343;0;0.0176;0.9104;0.3317;0.0085;0;0;0;0;La29.25Lo67.25;WS10M;a1994
I4344;0;0.0156;0.8968;0.3459;0.0091;0;0;0;0;La29.25Lo67.25;WS10M;a1995
I4345;0;0.0176;0.9104;0.3317;0.0085;0;0;0;0;La29.25Lo67.25;WS10M;a1996
I4346;0;0.0169;0.906;0.3364;0.0087;0;0;0;0;La29.25Lo67.25;WS10M;a1997
I4347;0;0.0162;0.9014;0.3411;0.0089;0;0;0;0;La29.25Lo67.25;WS10M;a1998
I4348;0;0.0198;0.9231;0.3177;0.0079;0;0;0;0;La29.25Lo67.25;WS10M;a1999
I4349;0;0.0232;0.9387;0.2997;0.0071;0;0;0;0;La29.25Lo67.25;WS10M;a2000
I4350;0;0.0169;0.906;0.3364;0.0087;0;0;0;0;La29.25Lo67.25;WS10M;a2001
I4351;0;0.0215;0.9311;0.3086;0.0075;0;0;0;0;La29.25Lo67.25;WS10M;a2002
I4352;0;0.0251;0.946;0.2909;0.0068;0;0;0;0;La29.25Lo67.25;WS10M;a2003
I4353;0;0.0121;0.8674;0.3753;0.0106;0;0;0;0;La29.25Lo67.25;WS10M;a2004
I4354;0;0.0198;0.9231;0.3177;0.0079;0;0;0;0;La29.25Lo67.25;WS10M;a2005
I4355;0;0.0215;0.9311;0.3086;0.0075;0;0;0;0;La29.25Lo67.25;WS10M;a2006
I4356;0;0.0215;0.9311;0.3086;0.0075;0;0;0;0;La29.25Lo67.25;WS10M;a2007
I4357;0;0.034;0.9706;0.2573;0.0055;0;0;0;0;La29.25Lo67.25;WS10M;a2008
I4358;0;0.0293;0.9591;0.2738;0.0061;0;0;0;0;La29.25Lo67.25;WS10M;a2009
I4359;0;0.0251;0.946;0.2909;0.0068;0;0;0;0;La29.25Lo67.25;WS10M;a2010
I4360;0;0.0271;0.9528;0.2823;0.0065;0;0;0;0;La29.25Lo67.25;WS10M;a2011
I4361;0;0.0198;0.9231;0.3177;0.0079;0;0;0;0;La29.25Lo67.25;WS10M;a2012
I4362;0;0.0126;0.8725;0.3703;0.0103;0;0;0;0;La29.25Lo67.25;WS10M;a2013
I4363;0;0.0176;0.9104;0.3317;0.0085;0;0;0;0;La29.25Lo67.25;WS10M;a2014
I4364;0;0.0282;0.956;0.278;0.0063;0;0;0;0;La29.25Lo67.25;WS10M;a2015
I4365;0;0.0271;0.9528;0.2823;0.0065;0;0;0;0;La29.25Lo67.25;WS10M;a2016
I4366;0;0.034;0.9706;0.2573;0.0055;0;0;0;0;La29.25Lo67.25;WS10M;a2017
I4367;0;0.0304;0.9622;0.2696;0.006;0;0;0;0;La29.25Lo67.25;WS10M;a2018
I4368;0;0.0367;0.9756;0.2494;0.0053;0;0;0;0;La29.25Lo67.25;WS10M;a2019
I4369;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1981
I4370;0;0.0001;0.3086;0.863;0.0717;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1982
I4371;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1983
I4372;0;0.0001;0.278;0.8887;0.0799;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a1984
I4373;0;0.0001;0.3086;0.863;0.0717;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1985
I4374;0;0.0001;0.283;0.8846;0.0785;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a1986
I4375;0;0.0001;0.2587;0.9047;0.0858;0.0006;0;0;0.0001;La29.25Lo66.75;WS50M;a1987
I4376;0;0.0001;0.283;0.8846;0.0785;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a1988
I4377;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1989
I4378;0;0.0001;0.3193;0.854;0.0691;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1990
I4379;0;0.0001;0.2982;0.8718;0.0743;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1991
I4380;0;0.0001;0.3301;0.8447;0.0666;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1992
I4381;0;0.0001;0.3086;0.863;0.0717;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1993
I4382;0;0.0001;0.2683;0.8968;0.0828;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a1994
I4383;0;0.0001;0.2494;0.9123;0.0889;0.0006;0;0;0.0001;La29.25Lo66.75;WS50M;a1995
I4384;0;0.0001;0.2683;0.8968;0.0828;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a1996
I4385;0;0.0001;0.2448;0.9159;0.0905;0.0006;0;0;0.0001;La29.25Lo66.75;WS50M;a1997
I4386;0;0.0001;0.2587;0.9047;0.0858;0.0006;0;0;0.0001;La29.25Lo66.75;WS50M;a1998
I4387;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a1999
I4388;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a2000
I4389;0;0.0001;0.2683;0.8968;0.0828;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a2001
I4390;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a2002
I4391;0;0.0001;0.3086;0.863;0.0717;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a2003
I4392;0;0;0.1751;0.9675;0.1208;0.001;0;0;0.0001;La29.25Lo66.75;WS50M;a2004
I4393;0;0.0001;0.254;0.9085;0.0874;0.0006;0;0;0.0001;La29.25Lo66.75;WS50M;a2005
I4394;0;0.0001;0.2683;0.8968;0.0828;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a2006
I4395;0;0.0001;0.254;0.9085;0.0874;0.0006;0;0;0.0001;La29.25Lo66.75;WS50M;a2007
I4396;0;0.0003;0.399;0.7853;0.053;0.0003;0;0;0;La29.25Lo66.75;WS50M;a2008
I4397;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a2009
I4398;0;0.0001;0.288;0.8804;0.0771;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a2010
I4399;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a2011
I4400;0;0;0.227;0.93;0.097;0.0007;0;0;0.0001;La29.25Lo66.75;WS50M;a2012
I4401;0;0;0.1901;0.9574;0.1131;0.0009;0;0;0.0001;La29.25Lo66.75;WS50M;a2013
I4402;0;0.0001;0.2494;0.9123;0.0889;0.0006;0;0;0.0001;La29.25Lo66.75;WS50M;a2014
I4403;0;0.0001;0.2683;0.8968;0.0828;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a2015
I4404;0;0.0001;0.278;0.8887;0.0799;0.0005;0;0;0.0001;La29.25Lo66.75;WS50M;a2016
I4405;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a2017
I4406;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La29.25Lo66.75;WS50M;a2018
I4407;0;0.0003;0.3871;0.7956;0.0551;0.0003;0;0;0;La29.25Lo66.75;WS50M;a2019
I4408;0;0.005;0.7517;0.4812;0.0169;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1981
I4409;0;0.006;0.7766;0.4592;0.0154;0;0;0;0;La29.25Lo66.75;WS10M;a1982
I4410;0;0.005;0.7517;0.4812;0.0169;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1983
I4411;0;0.0041;0.7261;0.5035;0.0185;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1984
I4412;0;0.0057;0.7704;0.4647;0.0158;0;0;0;0;La29.25Lo66.75;WS10M;a1985
I4413;0;0.0047;0.7454;0.4868;0.0173;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1986
I4414;0;0.0041;0.7261;0.5035;0.0185;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1987
I4415;0;0.005;0.7517;0.4812;0.0169;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1988
I4416;0;0.0063;0.7827;0.4538;0.0151;0;0;0;0;La29.25Lo66.75;WS10M;a1989
I4417;0;0.0057;0.7704;0.4647;0.0158;0;0;0;0;La29.25Lo66.75;WS10M;a1990
I4418;0;0.005;0.7517;0.4812;0.0169;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1991
I4419;0;0.0065;0.7888;0.4483;0.0147;0;0;0;0;La29.25Lo66.75;WS10M;a1992
I4420;0;0.0055;0.7642;0.4702;0.0162;0;0;0;0;La29.25Lo66.75;WS10M;a1993
I4421;0;0.0039;0.7197;0.5092;0.019;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1994
I4422;0;0.0034;0.7001;0.5261;0.0203;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1995
I4423;0;0.0039;0.7197;0.5092;0.019;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1996
I4424;0;0.0036;0.7066;0.5205;0.0198;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1997
I4425;0;0.0036;0.7066;0.5205;0.0198;0.0001;0;0;0;La29.25Lo66.75;WS10M;a1998
I4426;0;0.006;0.7766;0.4592;0.0154;0;0;0;0;La29.25Lo66.75;WS10M;a1999
I4427;0;0.0065;0.7888;0.4483;0.0147;0;0;0;0;La29.25Lo66.75;WS10M;a2000
I4428;0;0.0043;0.7326;0.4979;0.0181;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2001
I4429;0;0.0057;0.7704;0.4647;0.0158;0;0;0;0;La29.25Lo66.75;WS10M;a2002
I4430;0;0.0063;0.7827;0.4538;0.0151;0;0;0;0;La29.25Lo66.75;WS10M;a2003
I4431;0;0.002;0.6267;0.5892;0.0258;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2004
I4432;0;0.0039;0.7197;0.5092;0.019;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2005
I4433;0;0.0045;0.739;0.4923;0.0177;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2006
I4434;0;0.0036;0.7066;0.5205;0.0198;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2007
I4435;0;0.0121;0.8674;0.3753;0.0106;0;0;0;0;La29.25Lo66.75;WS10M;a2008
I4436;0;0.0063;0.7827;0.4538;0.0151;0;0;0;0;La29.25Lo66.75;WS10M;a2009
I4437;0;0.0055;0.7642;0.4702;0.0162;0;0;0;0;La29.25Lo66.75;WS10M;a2010
I4438;0;0.0063;0.7827;0.4538;0.0151;0;0;0;0;La29.25Lo66.75;WS10M;a2011
I4439;0;0.0031;0.6869;0.5375;0.0212;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2012
I4440;0;0.0022;0.6402;0.5777;0.0247;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2013
I4441;0;0.0037;0.7132;0.5148;0.0194;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2014
I4442;0;0.0045;0.739;0.4923;0.0177;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2015
I4443;0;0.005;0.7517;0.4812;0.0169;0.0001;0;0;0;La29.25Lo66.75;WS10M;a2016
I4444;0;0.0065;0.7888;0.4483;0.0147;0;0;0;0;La29.25Lo66.75;WS10M;a2017
I4445;0;0.006;0.7766;0.4592;0.0154;0;0;0;0;La29.25Lo66.75;WS10M;a2018
I4446;0;0.0093;0.8353;0.4059;0.0122;0;0;0;0;La29.25Lo66.75;WS10M;a2019
I4447;0;0;0.0269;0.9047;0.3424;0.006;0;0;0.0002;La29.25Lo66.25;WS50M;a1981
I4448;0;0;0.0186;0.854;0.3923;0.0078;0;0;0.0002;La29.25Lo66.25;WS50M;a1982
I4449;0;0;0.0198;0.863;0.3838;0.0075;0;0;0.0002;La29.25Lo66.25;WS50M;a1983
I4450;0;0;0.0186;0.854;0.3923;0.0078;0;0;0.0002;La29.25Lo66.25;WS50M;a1984
I4451;0;0;0.0231;0.8846;0.3628;0.0067;0;0;0.0002;La29.25Lo66.25;WS50M;a1985
I4452;0;0;0.0181;0.8494;0.3966;0.008;0;0;0.0002;La29.25Lo66.25;WS50M;a1986
I4453;0;0;0.0135;0.8058;0.4363;0.0098;0;0;0.0002;La29.25Lo66.25;WS50M;a1987
I4454;0;0;0.0186;0.854;0.3923;0.0078;0;0;0.0002;La29.25Lo66.25;WS50M;a1988
I4455;0;0;0.0175;0.8447;0.4009;0.0082;0;0;0.0002;La29.25Lo66.25;WS50M;a1989
I4456;0;0;0.0231;0.8846;0.3628;0.0067;0;0;0.0002;La29.25Lo66.25;WS50M;a1990
I4457;0;0;0.0224;0.8804;0.367;0.0068;0;0;0.0002;La29.25Lo66.25;WS50M;a1991
I4458;0;0;0.0239;0.8887;0.3587;0.0065;0;0;0.0002;La29.25Lo66.25;WS50M;a1992
I4459;0;0;0.0246;0.8928;0.3546;0.0064;0;0;0.0002;La29.25Lo66.25;WS50M;a1993
I4460;0;0;0.0164;0.8353;0.4097;0.0086;0;0;0.0002;La29.25Lo66.25;WS50M;a1994
I4461;0;0;0.0123;0.7905;0.4498;0.0104;0;0;0.0002;La29.25Lo66.25;WS50M;a1995
I4462;0;0;0.0115;0.7801;0.459;0.0109;0;0;0.0002;La29.25Lo66.25;WS50M;a1996
I4463;0;0;0.0091;0.7426;0.4914;0.0126;0;0;0.0003;La29.25Lo66.25;WS50M;a1997
I4464;0;0;0.0119;0.7853;0.4544;0.0106;0;0;0.0002;La29.25Lo66.25;WS50M;a1998
I4465;0;0;0.0186;0.854;0.3923;0.0078;0;0;0.0002;La29.25Lo66.25;WS50M;a1999
I4466;0;0;0.0211;0.8718;0.3753;0.0072;0;0;0.0002;La29.25Lo66.25;WS50M;a2000
I4467;0;0;0.0144;0.8158;0.4273;0.0093;0;0;0.0002;La29.25Lo66.25;WS50M;a2001
I4468;0;0;0.017;0.84;0.4053;0.0084;0;0;0.0002;La29.25Lo66.25;WS50M;a2002
I4469;0;0;0.0198;0.863;0.3838;0.0075;0;0;0.0002;La29.25Lo66.25;WS50M;a2003
I4470;0;0;0.0037;0.6008;0.6114;0.0211;0.0001;0;0.0003;La29.25Lo66.25;WS50M;a2004
I4471;0;0;0.0088;0.7372;0.4961;0.0129;0;0;0.0003;La29.25Lo66.25;WS50M;a2005
I4472;0;0;0.0097;0.7535;0.4821;0.0121;0;0;0.0003;La29.25Lo66.25;WS50M;a2006
I4473;0;0;0.0144;0.8158;0.4273;0.0093;0;0;0.0002;La29.25Lo66.25;WS50M;a2007
I4474;0;0;0.035;0.9366;0.3074;0.0049;0;0;0.0002;La29.25Lo66.25;WS50M;a2008
I4475;0;0;0.0211;0.8718;0.3753;0.0072;0;0;0.0002;La29.25Lo66.25;WS50M;a2009
I4476;0;0;0.014;0.8108;0.4318;0.0095;0;0;0.0002;La29.25Lo66.25;WS50M;a2010
I4477;0;0;0.0181;0.8494;0.3966;0.008;0;0;0.0002;La29.25Lo66.25;WS50M;a2011
I4478;0;0;0.0085;0.7317;0.5008;0.0132;0;0;0.0003;La29.25Lo66.25;WS50M;a2012
I4479;0;0;0.0066;0.6926;0.5341;0.0152;0;0;0.0003;La29.25Lo66.25;WS50M;a2013
I4480;0;0;0.0107;0.7695;0.4682;0.0113;0;0;0.0002;La29.25Lo66.25;WS50M;a2014
I4481;0;0;0.0115;0.7801;0.459;0.0109;0;0;0.0002;La29.25Lo66.25;WS50M;a2015
I4482;0;0;0.0144;0.8158;0.4273;0.0093;0;0;0.0002;La29.25Lo66.25;WS50M;a2016
I4483;0;0;0.017;0.84;0.4053;0.0084;0;0;0.0002;La29.25Lo66.25;WS50M;a2017
I4484;0;0;0.0246;0.8928;0.3546;0.0064;0;0;0.0002;La29.25Lo66.25;WS50M;a2018
I4485;0;0;0.0404;0.9518;0.2888;0.0043;0;0;0.0002;La29.25Lo66.25;WS50M;a2019
I4486;0;0.0004;0.442;0.7481;0.0462;0.0002;0;0;0;La29.25Lo66.25;WS10M;a1981
I4487;0;0.0003;0.405;0.7801;0.052;0.0003;0;0;0;La29.25Lo66.25;WS10M;a1982
I4488;0;0.0003;0.399;0.7853;0.053;0.0003;0;0;0;La29.25Lo66.25;WS10M;a1983
I4489;0;0.0002;0.3753;0.8058;0.0572;0.0003;0;0;0.0001;La29.25Lo66.25;WS10M;a1984
I4490;0;0.0004;0.442;0.7481;0.0462;0.0002;0;0;0;La29.25Lo66.25;WS10M;a1985
I4491;0;0.0003;0.3871;0.7956;0.0551;0.0003;0;0;0;La29.25Lo66.25;WS10M;a1986
I4492;0;0.0002;0.358;0.8207;0.0606;0.0003;0;0;0.0001;La29.25Lo66.25;WS10M;a1987
I4493;0;0.0003;0.4111;0.7748;0.051;0.0003;0;0;0;La29.25Lo66.25;WS10M;a1988
I4494;0;0.0003;0.4111;0.7748;0.051;0.0003;0;0;0;La29.25Lo66.25;WS10M;a1989
I4495;0;0.0004;0.4358;0.7535;0.0471;0.0002;0;0;0;La29.25Lo66.25;WS10M;a1990
I4496;0;0.0003;0.4111;0.7748;0.051;0.0003;0;0;0;La29.25Lo66.25;WS10M;a1991
I4497;0;0.0005;0.4483;0.7426;0.0453;0.0002;0;0;0;La29.25Lo66.25;WS10M;a1992
I4498;0;0.0004;0.442;0.7481;0.0462;0.0002;0;0;0;La29.25Lo66.25;WS10M;a1993
I4499;0;0.0003;0.3812;0.8007;0.0561;0.0003;0;0;0.0001;La29.25Lo66.25;WS10M;a1994
I4500;0;0.0002;0.3411;0.8353;0.0641;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a1995
I4501;0;0.0001;0.3193;0.854;0.0691;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a1996
I4502;0;0.0001;0.3034;0.8674;0.073;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a1997
I4503;0;0.0001;0.3193;0.854;0.0691;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a1998
I4504;0;0.0004;0.4172;0.7695;0.05;0.0002;0;0;0;La29.25Lo66.25;WS10M;a1999
I4505;0;0.0004;0.4296;0.7589;0.048;0.0002;0;0;0;La29.25Lo66.25;WS10M;a2000
I4506;0;0.0002;0.3467;0.8305;0.0629;0.0003;0;0;0.0001;La29.25Lo66.25;WS10M;a2001
I4507;0;0.0003;0.393;0.7905;0.054;0.0003;0;0;0;La29.25Lo66.25;WS10M;a2002
I4508;0;0.0003;0.4111;0.7748;0.051;0.0003;0;0;0;La29.25Lo66.25;WS10M;a2003
I4509;0;0;0.2142;0.9398;0.1022;0.0007;0;0;0.0001;La29.25Lo66.25;WS10M;a2004
I4510;0;0.0001;0.288;0.8804;0.0771;0.0005;0;0;0.0001;La29.25Lo66.25;WS10M;a2005
I4511;0;0.0001;0.3247;0.8494;0.0678;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a2006
I4512;0;0.0002;0.3356;0.84;0.0653;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a2007
I4513;0;0.001;0.5394;0.6641;0.034;0.0001;0;0;0;La29.25Lo66.25;WS10M;a2008
I4514;0;0.0004;0.4172;0.7695;0.05;0.0002;0;0;0;La29.25Lo66.25;WS10M;a2009
I4515;0;0.0002;0.3637;0.8158;0.0594;0.0003;0;0;0.0001;La29.25Lo66.25;WS10M;a2010
I4516;0;0.0003;0.393;0.7905;0.054;0.0003;0;0;0;La29.25Lo66.25;WS10M;a2011
I4517;0;0.0001;0.2683;0.8968;0.0828;0.0005;0;0;0.0001;La29.25Lo66.25;WS10M;a2012
I4518;0;0.0001;0.2635;0.9008;0.0843;0.0005;0;0;0.0001;La29.25Lo66.25;WS10M;a2013
I4519;0;0.0001;0.3086;0.863;0.0717;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a2014
I4520;0;0.0001;0.3139;0.8585;0.0704;0.0004;0;0;0.0001;La29.25Lo66.25;WS10M;a2015
I4521;0;0.0002;0.3467;0.8305;0.0629;0.0003;0;0;0.0001;La29.25Lo66.25;WS10M;a2016
I4522;0;0.0003;0.405;0.7801;0.052;0.0003;0;0;0;La29.25Lo66.25;WS10M;a2017
I4523;0;0.0004;0.4358;0.7535;0.0471;0.0002;0;0;0;La29.25Lo66.25;WS10M;a2018
I4524;0;0.0008;0.5129;0.6869;0.037;0.0002;0;0;0;La29.25Lo66.25;WS10M;a2019
I4525;0;0;0.0062;0.6812;0.5437;0.0159;0;0;0.0003;La29.25Lo65.75;WS50M;a1981
I4526;0;0;0.0036;0.595;0.6162;0.0215;0.0001;0;0.0003;La29.25Lo65.75;WS50M;a1982
I4527;0;0;0.0033;0.5834;0.6259;0.0224;0.0001;0;0.0003;La29.25Lo65.75;WS50M;a1983
I4528;0;0;0.0039;0.6065;0.6065;0.0206;0.0001;0;0.0003;La29.25Lo65.75;WS50M;a1984
I4529;0;0;0.0043;0.6239;0.592;0.0194;0.0001;0;0.0003;La29.25Lo65.75;WS50M;a1985
I4530;0;0;0.0029;0.5604;0.6453;0.0242;0.0001;0;0.0004;La29.25Lo65.75;WS50M;a1986
I4531;0;0;0.0017;0.4812;0.7121;0.0316;0.0001;0;0.0004;La29.25Lo65.75;WS50M;a1987
I4532;0;0;0.0035;0.5892;0.6211;0.0219;0.0001;0;0.0003;La29.25Lo65.75;WS50M;a1988
I4533;0;0;0.0017;0.4812;0.7121;0.0316;0.0001;0;0.0004;La29.25Lo65.75;WS50M;a1989
I4534;0;0;0.0043;0.6239;0.592;0.0194;0.0001;0;0.0003;La29.25Lo65.75;WS50M;a1990
I4535;0;0;0.0039;0.6065;0.6065;0.0206;0.0001;0;0.0003;La29.25Lo65.75;WS50M;a1991
I4536;0;0;0.0032;0.5777;0.6308;0.0228;0.0001;0;0.0004;La29.25Lo65.75;WS50M;a1992
I4537;0;0;0.0052;0.6527;0.5678;0.0176;0;0;0.0003;La29.25Lo65.75;WS50M;a1993
I4538;0;0;0.0026;0.5432;0.6598;0.0256;0.0001;0;0.0004;La29.25Lo65.75;WS50M;a1994
